,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
511,Stars Fell On Alabama,New York Jazz,Sonny Stitt,1956-01-01,249306,0,0.68,0.568,0.27,0.00283,0.077,-9.526,0.0373,135.07,4
512,Body And Soul,New York Jazz,Sonny Stitt,1956-01-01,268493,0,0.626,0.59,0.342,0.0976,0.11,-11.069,0.0511,126.682,4
513,Between The Devil And The Deep Blue Sea,New York Jazz,Sonny Stitt,1956-01-01,277826,0,0.228,0.403,0.532,0.0,0.126,-9.372,0.0498,183.56,4
514,Paraphernalia,Miles In The Sky (Expanded Edition),Miles Davis,1968-07-22,756133,29,0.376,0.487,0.422,0.0284,0.378,-13.061,0.0469,125.98,3
515,In A Sentimental Mood,Duke Ellington & John Coltrane,Duke Ellington,1963-02,255226,66,0.936,0.464,0.305,0.0846,0.208,-12.435,0.0316,108.229,4
516,Haupe,Anatomy of a Murder,Duke Ellington,1959,156306,50,0.905,0.415,0.0187,0.194,0.0979,-20.209,0.0363,111.42,4
517,"Take the ""A"" Train",Piano In The Background,Duke Ellington,2004-07-27,331800,52,0.278,0.479,0.318,0.0959,0.107,-13.836,0.0395,94.036,4
518,The Single Petal Of A Rose - The Queen's Suite,The Ellington Suites,Duke Ellington,1976-01-01,244933,51,0.991,0.331,0.0294,0.883,0.107,-22.342,0.0445,85.674,4
519,My Little Brown Book,Duke Ellington & John Coltrane,Duke Ellington,1963-02,319733,60,0.942,0.372,0.187,0.139,0.161,-13.497,0.0323,70.334,4
520,Fleurette Africaine (African Flower) - Remastered,Money Jungle,Duke Ellington,2002-01-01,216333,40,0.937,0.431,0.21,0.921,0.108,-19.24,0.0299,118.996,4
521,All I Need Is The Girl,Francis A. & Edward K.,Frank Sinatra,1968-01,299106,51,0.409,0.632,0.263,0.0,0.225,-13.271,0.0352,113.77,4
522,Satin Doll,Jazz Profile: Duke Ellington,Duke Ellington,1997-01-01,179333,42,0.745,0.611,0.0975,0.856,0.101,-11.57,0.0289,88.835,4
523,The Feeling Of Jazz,Duke Ellington & John Coltrane,Duke Ellington,1963-02,329986,42,0.48,0.467,0.389,0.0,0.0835,-10.633,0.0305,103.379,4
524,Very Special - Remastered,Money Jungle,Duke Ellington,2002-01-01,266133,36,0.499,0.59,0.549,0.00244,0.212,-9.221,0.0255,95.355,4
525,Don't Get Around Much Anymore,The Duke: The Columbia Years (1927-1962),Duke Ellington,2000-01-31,183693,41,0.819,0.6,0.278,4.55e-05,0.415,-10.712,0.0431,95.528,4
526,It Don't Mean a Thing (If It Ain't Got That Swing),The Great Reunion,Louis Armstrong,1963,240040,49,0.543,0.714,0.226,0.0255,0.593,-13.247,0.197,96.247,4
527,Take The Coltrane,Duke Ellington & John Coltrane,Duke Ellington,1963-02,282600,46,0.199,0.433,0.631,0.0,0.271,-9.381,0.0458,129.493,4
528,Money Jungle - Remastered,Money Jungle,Duke Ellington,2002-01-01,329666,34,0.583,0.516,0.696,0.0222,0.106,-9.016,0.029,105.879,4
529,Solitude,In a Sentimental Mood,Duke Ellington,2018-03-02,191293,32,0.993,0.4,0.0881,0.569,0.107,-14.588,0.0273,80.883,4
530,Jeep's Blues,The Duke: The Columbia Years (1927-1962),Duke Ellington,2000-01-31,279026,44,0.838,0.349,0.173,0.00369,0.902,-16.072,0.0356,64.417,4
531,Big Nick,Duke Ellington & John Coltrane,Duke Ellington,1963-02,267133,41,0.21,0.478,0.517,0.0006,0.523,-11.592,0.0447,122.97,4
532,Caravan - Remastered,Money Jungle,Duke Ellington,2002-01-01,252866,35,0.811,0.448,0.656,0.393,0.0991,-7.993,0.0295,108.394,4
533,"New York, New York",New York New York 1970-72,Duke Ellington,2008-05-20,168906,42,0.99,0.541,0.256,0.602,0.213,-16.317,0.0892,62.84,4
534,Mood Indigo,In a Sentimental Mood,Duke Ellington,2018-03-02,159773,35,0.993,0.336,0.136,0.832,0.288,-12.604,0.0408,76.831,3
535,The Star-Crossed Lovers (aka Pretty Girl),Such Sweet Thunder,Duke Ellington,1956,240000,40,0.955,0.273,0.0578,0.809,0.106,-17.078,0.0333,103.554,4
536,Warm Valley - Remastered,Money Jungle,Duke Ellington,2002-01-01,212666,34,0.979,0.418,0.156,0.903,0.121,-13.928,0.0326,82.513,4
537,Creole Love Call,The Duke (Remastered 2014),Duke Ellington,2014-07-29,226283,34,0.503,0.308,0.127,0.279,0.0987,-14.659,0.031,77.867,4
538,Tourist Point of View,Far East Suite,Duke Ellington,1967,307026,27,0.188,0.313,0.422,0.000397,0.368,-12.098,0.0302,149.064,4
539,Part V (with Mahalia Jackson) - (aka Come Sunday) [Alternate Take],"Black, Brown, & Beige (with Mahalia Jackson)",Duke Ellington,1958,350906,30,0.966,0.0728,0.0212,0.404,0.219,-27.053,0.0432,73.047,3
540,Wig Wise - Remastered,Money Jungle,Duke Ellington,2002-01-01,200826,29,0.672,0.442,0.533,0.0669,0.285,-8.991,0.0313,113.033,4
541,Le Sucrier Velours - The Queen's Suite,The Ellington Suites,Duke Ellington,1976-01-01,162133,30,0.957,0.191,0.0262,0.283,0.127,-22.313,0.0309,79.802,4
542,Isfahan,Far East Suite,Duke Ellington,1967,245880,41,0.975,0.247,0.072,0.631,0.101,-13.544,0.032,173.372,3
543,"Take The ""A"" Train",Ella Fitzgerald Sings The Duke Ellington Song Book,Ella Fitzgerald,1957-01-01,404880,42,0.564,0.43,0.356,0.0,0.0841,-11.444,0.0542,91.765,4
544,Stardust,Jazz Profile: Duke Ellington,Duke Ellington,1997-01-01,149293,32,0.95,0.461,0.229,0.924,0.112,-8.163,0.0297,75.91,4
545,"La Plus Belle Africaine - Live At Cote D'Azur, France, 7/28/1966",Soul Call (Live / Expanded Edition),Duke Ellington,1967-01-01,840933,34,0.774,0.457,0.19,0.375,0.191,-23.082,0.0787,137.128,4
546,Sophisticated Lady,In a Sentimental Mood,Duke Ellington,2018-03-02,194000,33,0.988,0.437,0.229,0.715,0.309,-14.145,0.0382,87.567,4
547,Blood Count,And His Mother Called Him Bill,Duke Ellington,1968,259160,31,0.945,0.26,0.0859,0.0728,0.197,-12.496,0.0316,79.408,3
548,Jumpin' at the Woodside,First Time! The Count Meets The Duke,Duke Ellington,1961,188733,35,0.451,0.419,0.626,0.024,0.0884,-10.262,0.0981,133.629,4
549,Lightning Bugs And Frogs - The Queen's Suite,The Ellington Suites,Duke Ellington,1976-01-01,169293,28,0.82,0.293,0.104,0.0158,0.0808,-18.978,0.0293,86.161,4
550,Angelica,Duke Ellington & John Coltrane,Duke Ellington,1963-02,353560,39,0.414,0.499,0.422,0.00108,0.094,-12.215,0.0377,134.398,4
551,Azalea,The Great Reunion,Louis Armstrong,1963,303173,44,0.6,0.676,0.113,1.56e-05,0.0696,-17.238,0.055,71.11,4
552,It Don't Mean a Thing (If It Ain't Got That Swing),Ken Burns Jazz-Duke Ellington,Duke Ellington,2000-10-30,189000,37,0.973,0.709,0.387,0.0586,0.119,-11.245,0.371,106.736,3
553,Jack the Bear,The Duke (Remastered 2014),Duke Ellington,2014-07-29,199413,33,0.466,0.533,0.28,9.83e-05,0.344,-12.809,0.0653,78.352,4
554,Mount Harissa,Far East Suite,Duke Ellington,1967,462093,26,0.574,0.36,0.683,0.641,0.176,-10.706,0.0371,137.758,4
555,Sunset And The Mocking Bird - The Queen's Suite,The Ellington Suites,Duke Ellington,1976-01-01,227426,30,0.784,0.418,0.126,0.832,0.0807,-18.577,0.034,74.253,4
556,"Come Sunday (From Black, Brown and Beige) (with Mahalia Jackson) - Accapella","Black, Brown, & Beige (with Mahalia Jackson)",Duke Ellington,1958,347200,30,0.965,0.325,0.0135,5.64e-05,0.0984,-19.276,0.0418,84.331,4
557,Prelude to a Kiss,In a Sentimental Mood,Duke Ellington,2018-03-02,176133,28,0.983,0.326,0.152,0.947,0.126,-16.155,0.0342,81.981,4
558,Loveless Love,Duke Ellington Essentials,Duke Ellington,2020-02-11,427160,29,0.857,0.637,0.0403,0.000599,0.121,-22.357,0.0455,90.874,4
559,In a Mellow Tone,The Duke (Remastered 2014),Duke Ellington,2014-07-29,173632,29,0.481,0.504,0.305,0.0,0.0306,-11.671,0.0401,148.26,4
560,I Got It Bad (And That Ain't Good) - Live,Ellington at Newport 1956 (Complete),Duke Ellington,1956,218466,28,0.893,0.339,0.117,0.211,0.986,-19.002,0.0328,77.797,5
561,Mood Indigo,The Complete Louis Armstrong - Duke Ellington Sessions,Louis Armstrong,1990,240040,41,0.905,0.404,0.0722,0.372,0.122,-17.763,0.0421,70.094,4
562,All Too Soon,Piano Reflections,Duke Ellington,1989-01-01,188066,26,0.986,0.659,0.0615,0.93,0.0995,-16.521,0.0615,74.551,4
563,Perdido - Remastered - Take 1,Jazz Indispensable,Duke Ellington,2001-03-13,190960,31,0.868,0.648,0.321,0.115,0.108,-10.513,0.0476,61.04,4
564,Diminuendo In Blue - Live,Ellington at Newport 1956 (Complete),Duke Ellington,1956,854666,28,0.691,0.352,0.488,7.85e-05,0.646,-15.414,0.14,206.919,4
